109,117160,97713,624340.8,257977.7
110,114170,93752,624108.3,257061.9
111,109760,126865,622018.5,261703.6
112,100342,125520,620784.2,261382.1
113,93614,120811,619182.4,260475
114,89354,127164,618372.9,261118
115,85242,124399,618246.6,260543.9
116,86065,128958,618163.3,261419.4
117,81206,134490,617727,261522.8
118,94362,132920,619334.5,262926.5
119,90400,133518,618304,262610.7
120,80309,140021,616280.3,263161.9
121,76796,141142,615588.4,263535
122,85990,146300,617546.2,264752.2
123,105574,141740,621117.1,265027.7
124,109835,145852,621513.3,265647.8
125,117684,157961,622228,267482.1
126,131662,150561,624857.5,266870.6
127,117310,133967,623336.1,263733.1
128,122094,128211,624728.3,262272
129,128821,132845,625247.9,263761.8
130,132484,129407,625959.8,263417.4
131,131138,128061,625974.1,263325.5
132,147359,132247,628032.3,264531.1
133,146686,118045,628890.6,262231.8
134,126728,110122,625968.4,260216.7
135,135025,107879,627532.8,260130.6
136,139211,98386,628528.9,258873.3
137,146686,107057,629186.3,260274.1
138,125457,94275,626077.5,257349
139,134577,91584,628052.4,257515.5
140,141678,86875,629074.3,257018.9
141,131363,82913,627817,255448.7
142,141229,82315,629487.7,256157.7
143,143696,88893,629975.7,256947.1
144,153040,88669,631057.9,257277.2
145,157525,85679,631672.2,257128
146,154759,87697,631316.2,257357.6
147,165000,80820,633228,256777.8
148,165747,85679,633130.4,257478.2
149,173596,86725,634591.5,257704.9
150,180697,81044,635868.9,256904.1
151,187200,72074,637895.5,255658.2
152,192133,72672,639026.5,256177.8
153,194152,69981,639904.9,254366.5
154,197590,63179,641162.2,253470.9
155,184285,57872,637347.2,253697.7
156,188994,49276,639095.4,252239.4
157,193703,50248,639540.3,252494.9
158,174493,66244,635584.7,254418.2
159,164476,75513,633408.8,255704.2
160,159020,80745,632045.3,256683
161,144892,74765,630102,255164.5
162,132858,70430,628224.6,254033.5
163,130241,76260,627911.7,254412.4
164,141528,62731,630426.3,252856.6
165,127999,58844,628104.1,251708.4
166,134951,54434,629947,251274.9
167,140108,53387,630647.4,251094.1
168,132409,49351,629456.1,249879.8
169,124560,41427,628698.3,248349.8
170,123364,44791,628373.9,249081.8
171,137043,22890,631494.2,247049.5
172,146686,30215,632671.1,247437
173,160141,12574,634476.7,245932.8
174,171428,16835,637381.7,246087.8
175,181669,21843,638346.2,247850.3
176,183836,24385,637559.7,249274.1
177,196095,17508,642936.2,249693.2
178,197590,19227,643097,250878.8
179,205812,12799,645557,249572.7
180,215754,29393,648680.2,251570.6
181,233171,55555,649837,254079.4
182,240346,59890,649946.1,254785.6
183,257987,57947,651326.8,254759.8
184,262248,36942,653089.4,255299.4
185,268602,32084,654889.2,256602.7
186,260379,25805,655233.7,252466.2
187,271816,28421,655959.9,257128
188,279141,46884,656618.2,259305.4
189,284149,44193,657888.9,259774.9
190,290578,32981,658741.2,259121.7
191,297081,31187,659266.8,259341.2
192,309713,29243,660139.4,260433.3
193,314572,21768,660420.1,259193.2
194,332213,9659,665737.7,258361.3
195,326158,47333,660057.8,261571.3
196,323393,50098,659578.1,262173.4
197,321673,73794,658327.8,264342.3
198,306873,73196,658205.3,264031
199,319879,90612,659159.6,267434.9
200,328475,96891,661792.9,269169.9
201,326083,94723,661374.4,268950.5
202,321898,107730,661037.6,270333.5
203,334231,127239,660124.1,273318.8
204,326906,128958,659057.6,273176
205,318609,137853,657261.2,274257.8
206,312180,111168,658547.2,270216.1
207,303136,125520,655189.3,271941
208,302463,121782,655449.6,271226.5
209,288485,122679,653016,270673.9
210,275179,118942,650598.7,269078.6
211,275478,114009,651739.8,268406
212,275852,111392,652274.4,267949
213,285943,107730,653766.2,268000.8
214,291699,102871,654398.6,266589.5
215,302388,98909,656287,266497.5
216,292073,84258,656361.7,263079.9
217,276600,88145,653073.5,263258.1
218,285570,92855,654234.7,264450.9
219,274507,96293,652694.1,264672.3
220,274806,102348,652478.5,266143.9
221,274133,107580,652285.9,267270.7
222,269947,98162,651245.4,265063.2
223,282131,66020,654145.6,259423.7
224,268975,59741,651969.7,257929.1
225,282879,76933,654111.1,260993.1
226,281608,70953,654272.1,260064.7
227,271965,80745,651642.1,261895.7
228,261725,79101,650164.6,260133.7
229,254923,83661,648727.5,260722.9
230,257539,90089,649745,262027.9
231,259108,98610,649558.2,264284.2
232,260005,102123,649621.4,265048.8
233,263369,106833,649791,265695.5
234,261127,107730,649676,265796.1
235,261799,109299,649253.5,266486
236,263444,113261,649026.4,267423
237,253951,120736,646827.5,268285.3
238,242140,108627,645720.9,265663.9
239,242290,104740,646451,265431.1
240,243112,99283,646784.4,263223.6
241,244682,87398,647037.4,261079.3
242,239748,90313,646301.5,261591
243,246625,75363,648618.2,258547
244,245953,70056,648747.6,257417.4
245,256717,69159,651225.3,256816.7
246,249316,62208,649308.1,256431.5
247,226294,67963,646370.5,256115.3
248,230704,72897,646370.5,257842.8
249,229284,75513,646042.8,258164.8
250,229358,82166,646235.4,259055.8
251,227415,96667,643981.9,261680.1
252,231003,95471,645174.8,261444.4
253,228312,101376,643826.7,262298.1
254,228910,104142,643570.9,263298.3
255,212465,66767,644240.6,254796
256,207756,70804,642774.7,255606.6
257,205812,78279,641995.7,256937.4
258,208055,87622,641570.3,259642.2
259,202748,88444,640420.6,259038.6
260,201178,79848,639952.1,257038
261,211568,91210,642237.2,260455.6
262,217847,95620,642711.5,261185.7
263,206709,105861,639762.4,262637.2
264,217249,114233,641444.6,264730.2
265,222631,120661,641530.1,267216.1
266,208503,115130,639391.6,265405.2
267,206336,119017,638601.1,265985.8
268,209251,126267,638606.9,266876.9
269,215455,131799,640023.9,268020.9
270,190564,124548,636445.4,266230.2
271,195049,114382,637457.2,264626.3
272,190788,101451,637431.3,260996
273,189143,104740,637181.2,261197.2
274,192881,93752,638256.2,259521.4
275,186602,108328,636477,262154.3
276,181220,116176,634910.5,263772.6
277,171129,130977,632470.2,265807.6
278,187873,136134,634855.9,267598.4
279,180398,143833,633185.9,268477.9
280,164327,141890,631142.2,266974.6
281,162757,143011,630259.8,267566.7
282,166943,158933,630012.6,270311.7
283,156030,162969,628204.6,270136.4
284,141080,147122,626411,267227.6
285,166569,130752,631165.2,265017.2
286,154908,124922,629725.2,263844.5
287,161187,125520,630521.4,263881.8
288,168438,106982,632214.3,261766.3
289,166345,102946,632547.8,260355
290,155581,100031,631041.6,259409.3
291,173072,98536,634214.9,259860.6
292,189293,42175,639020.8,251165.7
293,168139,49127,635174.9,251881.4
294,168961,57947,634712.2,252884.6
295,162907,61236,633594,253703.8
296,152591,66468,631605,253744
297,148929,69608,631058.9,254042.9
298,147658,60787,631001.4,252703.5
299,145864,60713,630909.4,252729.4
300,150648,52939,632306.3,251614.1
301,153339,46585,632726,250731.7
302,147209,46809,631429.7,250314.9
303,144593,44193,631760.2,249765.9
304,153862,43969,633458.9,250283.3
305,156777,38662,633844.1,249211.2
306,89075,196603,615198.2,271872.5
307,85313,191916,614496.9,271573.6
308,83464,200299,613502.4,273795.4
309,101616,190134,617032,272372.6
310,102672,194755,616727.4,273531
311,102936,207824,616189.9,275172.3
312,112837,203071,619067.1,275911
313,134025,209606,622622.7,277046.3
314,131649,201619,622766.4,275663.8
315,135939,181025,623999.5,272159.9
316,124190,163402,623292.4,268986.7
317,105378,166174,620070.2,268730.9
318,134421,163534,624979.6,269337.3
319,148546,166108,627072.1,270814.8
320,147028,173567,626465.7,272099.6
321,162408,185448,628391.5,274264
322,138381,206768,623206.1,276603.7
323,149404,203996,625307.3,276678.4
324,171252,203071,628693.3,277805.2
325,178711,209474,629825.8,279026.8
326,180031,178187,631610.7,273884.6
327,181351,162412,633269.2,271524.7
328,191054,154293,634873.1,270202.5
329,197985,181620,634766.8,275508.6
330,196467,177791,635264,273625.9
331,196005,141620,635827.4,268463.5
332,223001,162214,640550,274423
333,241021,144656,644815.3,271801.7
334,236598,118914,643837.5,267291
335,262539,119772,648793.1,267841
336,267159,123204,649643.5,269334.6
337,261219,137065,648534.6,271062.6
338,273100,127033,650445.9,270503.6
339,281813,131059,651954.5,271297
340,290789,150597,652294.1,275038.5
341,299370,137593,654947.7,273202.3
342,328545,144392,658184.3,274951.3
343,267559,150805,647869.5,274527.5
